best_trade,equity_curve,event,final_balance,profit,timestamp,total_return,trades,win_rate,worst_trade
42.28,10000.00;9986.55;9973.76;9962.83;10001.10;9990.02;9978.96;9967.58;9956.17;9998.45;9986.34;9974.98;9964.41;9953.56;9943.45;9933.19;9922.69;9912.33;9951.13;9939.76;9979.57,backtest_summary,9979.57,-20.43,2026-09-12T16:01:31.877467,-0.2,20,20.0,-13.45
